id,common_name,scientific_name,image_url,county,freshwater,Saltwater
232,Fringed filefish,Monacanthus ciliatus,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Monacanthus_ciliatus_-_pone.0010676.g193.png/120px-Monacanthus_ciliatus_-_pone.0010676.g193.png,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
233,Gafftopsail catfish,Bagre marinus,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Bagre_marinus_%28line_art%29.jpg/120px-Bagre_marinus_%28line_art%29.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
234,Gag grouper,Mycteroperca microlepis,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/MycteropercaMicrolepis.jpg/120px-MycteropercaMicrolepis.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
235,Galapagos shark,Carcharhinus galapagensis,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Carcharinus_galapagensis_1.jpg/120px-Carcharinus_galapagensis_1.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
237,Giant oarfish,Regalecus glesne,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Regalecus_glesne%2C_Naturhistorisches_Museum_Wien.jpg/120px-Regalecus_glesne%2C_Naturhistorisches_Museum_Wien.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
238,Glasseye snapper,Heteropriacanthus cruentatus,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Priacanthus_cruentatus.jpg/120px-Priacanthus_cruentatus.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
239,Glassy sweeper,Pempheris schomburgkii,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Glassy_sweeper_Pempheris_schomburgki_%282447874250%29.jpg/120px-Glassy_sweeper_Pempheris_schomburgki_%282447874250%29.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
242,Golden tilefish,Lopholatilus chamaeleonticeps,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Lopholatilus_chamaeleonticeps2.jpg/120px-Lopholatilus_chamaeleonticeps2.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
243,Goldentail moray,Gymnothorax miliaris,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Goldentail_Moray.jpg/120px-Goldentail_Moray.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
245,Goldline blenny,Malacoctenus aurolineatus,,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
246,Goldspotted eel,Myrichthys ocellatus,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Myrichthys_ocellatus_-_pone.0010676.g018.png/120px-Myrichthys_ocellatus_-_pone.0010676.g018.png,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
247,Goliath grouper,Epinephelus itajara,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Itajara.JPG/120px-Itajara.JPG,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
249,Grass porgy,Calamus arctifrons,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/FMIB_33954_Calamus_Arctifrons_Goode_and_Bean.jpeg/120px-FMIB_33954_Calamus_Arctifrons_Goode_and_Bean.jpeg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
250,Gray angelfish,Pomacanthus arcuatus,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Gray_angelfish.jpg/120px-Gray_angelfish.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
251,Gray snapper,Lutjanus griseus,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Grey_snapper_-_Lutjanus_griseus.jpg/120px-Grey_snapper_-_Lutjanus_griseus.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
252,Graysby,Cephalopholis cruentata,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Graysby3.jpg/120px-Graysby3.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
253,Great barracuda,Sphyraena barracuda,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Barracuda_laban.jpg/120px-Barracuda_laban.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
254,Great hammerhead,Sphyrna mokarran,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Sphyrna_mokarran_at_georgia.jpg/120px-Sphyrna_mokarran_at_georgia.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
255,Great white shark,Carcharodon carcharias,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/White_shark.jpg/120px-White_shark.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
256,Greater amberjack,Seriola dumerili,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Seriola_dumerili_by_NPS_1.jpg/120px-Seriola_dumerili_by_NPS_1.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
257,Greater soapfish,Rypticus saponaceus,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Rypticus_saponaceus.jpg/120px-Rypticus_saponaceus.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
258,Green moray,Gymnothorax funebris,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/GreenMorayEel.JPG/120px-GreenMorayEel.JPG,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
259,Green razorfish,Xyrichtys splendens,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Xyrichtys_splendens_-_pone.0010676.g126.png/120px-Xyrichtys_splendens_-_pone.0010676.g126.png,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
262,Greenblotch parrotfish,Sparisoma atomarium,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Sparisoma_atomarium.jpg/120px-Sparisoma_atomarium.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
263,Grey triggerfish,Balistes capriscus,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Madeira_Dr%C3%BCckerfisch_K%C3%BCste_Funchal_5-07.JPG/120px-Madeira_Dr%C3%BCckerfisch_K%C3%BCste_Funchal_5-07.JPG,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
264,Gulf flounder,Paralichthys albigutta,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/A_Gulf_flounder_fish.jpg/120px-A_Gulf_flounder_fish.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
265,Gulf killifish,Fundulus grandis,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Fundulus_grandis.jpg/120px-Fundulus_grandis.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
266,Gulf kingfish,Menticirrhus littoralis,,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
267,Gulf menhaden,Brevoortia patronus,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/B.patronus.JPG/120px-B.patronus.JPG,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
268,Gulf of Mexico fringed sole,Gymnachirus texae,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Gymnachirus_texae.jpg/120px-Gymnachirus_texae.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
269,Gulf pipefish,Syngnathus scovelli,,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
271,Gulf surgeonfish,Acanthurus randalli,,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
272,Gulf toadfish,Opsanus beta,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Gulf_toadfish_aka_Opsanus_beta.jpg/120px-Gulf_toadfish_aka_Opsanus_beta.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
274,Hairy blenny,Labrisomus nuchipinnis,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Labrisomus_nuchipinnis_Castelnau.jpg/120px-Labrisomus_nuchipinnis_Castelnau.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
275,Hamlet,Hypoplectrus,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Hypoplectrus_%2810.3897-zookeys.882.38449%29_Figure_14.jpg/120px-Hypoplectrus_%2810.3897-zookeys.882.38449%29_Figure_14.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
276,Hardhead catfish,Arius felis,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Arius_felis.jpg/120px-Arius_felis.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
277,Harlequin bass,Serranus tigrinus,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Harlequin_Bass_%28Serranus_tigrinus%29.jpg/120px-Harlequin_Bass_%28Serranus_tigrinus%29.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
278,High-hat,Pareques acuminatus,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pareques_acuminatus.jpg/120px-Pareques_acuminatus.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
282,Hogfish,Lachnolaimus maximus,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Hogfish.JPG/120px-Hogfish.JPG,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
283,Honeycomb moray,Muraena melanotis,,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
284,Horned searobin,Bellator militaris,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Horned_searobin_%28_Bellator_militaris_%29.jpg/120px-Horned_searobin_%28_Bellator_militaris_%29.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
285,Horse-eye jack,Caranx latus,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Horse_eye_jack_1.jpg/120px-Horse_eye_jack_1.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
286,Houndfish,Tylosurus crocodilus,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Tylosurus_crocodilus.jpg/120px-Tylosurus_crocodilus.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
287,Hovering goby,Valenciennea,,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
288,Humpback grouper,Cromileptes altivelis,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Cromileptes_altivelis_skansen_2006.jpg/120px-Cromileptes_altivelis_skansen_2006.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
290,Indigo Hamlet,Hypoplectrus indigo,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Indigo_Hamlet.JPG/120px-Indigo_Hamlet.JPG,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
291,Inshore lizardfish,Synodus foetens,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Fish4494_-_Flickr_-_NOAA_Photo_Library.jpg/120px-Fish4494_-_Flickr_-_NOAA_Photo_Library.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
293,Jack-knifefish,Equetus lanceolatus,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Equetus_lanceolatus.jpg/120px-Equetus_lanceolatus.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
296,Jolthead porgy,Calamus bajonado,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Calamus_bajonado.jpg/120px-Calamus_bajonado.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
297,Keel-jawed needlefish,Tylosurus acus,,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
298,Keeltail needlefish,Platybelone argalus,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Keeltail_needlefish.png/120px-Keeltail_needlefish.png,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
299,Key brotula,Ogilbia cayorum,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/FMIB_39775_Ogilbia_cayorum%2C_new_species.jpeg/120px-FMIB_39775_Ogilbia_cayorum%2C_new_species.jpeg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
300,King mackerel,Scomberomorus cavalla,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Scomberomorus_cavalla.png/120px-Scomberomorus_cavalla.png,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
301,Knobbed porgy,Calamus nodosus,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Calamus_nodosus_%2810.3897-zookeys.882.38449%29_Figure_6.jpg/120px-Calamus_nodosus_%2810.3897-zookeys.882.38449%29_Figure_6.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
304,Ladyfish,Elops saurus,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Ladyfish_-_NO_Autoban_Aquarium.jpg/120px-Ladyfish_-_NO_Autoban_Aquarium.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
305,Lagoon triggerfish,Rhinecanthus aculeatus,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Picasso.triggerfish.arp.jpg/120px-Picasso.triggerfish.arp.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
307,Lancer dragonet,Paradiplogrammus bairdi,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Paradiplogrammus_bairdi_-_pone.0010676.g162.png/120px-Paradiplogrammus_bairdi_-_pone.0010676.g162.png,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
308,Lane snapper,Lutjanus synagris,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Lutjanus_synagris.jpg/120px-Lutjanus_synagris.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
309,Lantern bass,Serranus baldwini,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Serranidae_-_Serranus_baldwini.JPG/120px-Serranidae_-_Serranus_baldwini.JPG,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
310,Largehead hairtail,Trichiurus lepturus,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Trichiurus_lepturus_by_OpenCage.jpg/120px-Trichiurus_lepturus_by_OpenCage.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
313,Least puffer,Sphoeroides parvus,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Sphoeroides_parvus.jpg/120px-Sphoeroides_parvus.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
314,Leatherjack,Oligoplites saurus,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Oligoplites_saurus.11B.jpg/120px-Oligoplites_saurus.11B.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
315,Lebranche mullet,Mugil liza,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Mugil_Liza.jpeg/120px-Mugil_Liza.jpeg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
316,Lemon shark,Negaprion brevirostris,https://upload.wikimedia.org/wikipedia/en/thumb/5/55/Lemonshark.JPG/120px-Lemonshark.JPG,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
317,Leopard goby,Tigrigobius saucrum,,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
318,Lesser electric ray,Narcine bancroftii,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Fish4345_-_Flickr_-_NOAA_Photo_Library.jpg/120px-Fish4345_-_Flickr_-_NOAA_Photo_Library.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
319,Lichen moray eel,Gymnothorax hubbsi,,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
