id,common_name,scientific_name,image_url,county,freshwater,Saltwater
47,Bandtail puffer,Sphoeroides spengleri,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Bandtail_puffer.jpg/120px-Bandtail_puffer.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
48,Bandtail searobin,Prionotus ophryas,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Bandtail_searobin_%28_Prionotus_ophryas_%29.jpg/120px-Bandtail_searobin_%28_Prionotus_ophryas_%29.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
49,Bank butterflyfish,Prognathodes aya,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Prognathodes_aya.jpg/120px-Prognathodes_aya.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
50,Bar jack,Caranx ruber,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Bar_jack_portrait.jpg/120px-Bar_jack_portrait.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
51,Red barbfish,Scorpaena brasiliensis,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Fish4439_-_Flickr_-_NOAA_Photo_Library.jpg/120px-Fish4439_-_Flickr_-_NOAA_Photo_Library.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
52,Barred hamlet,Hypoplectrus puella,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Hypoplectrus_puella.jpg/120px-Hypoplectrus_puella.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
54,Basking shark,Cetorhinus maximus,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Cetorhinus_maximus_by_greg_skomal.JPG/120px-Cetorhinus_maximus_by_greg_skomal.JPG,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
55,Batfish,Platax orbicularis,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/NanyoTU.jpg/120px-NanyoTU.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
56,Bay anchovy,Anchoa mitchilli,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/FMIB_40005_Anchovia_mitchilli-_Adult_fish_7_cm_in_length.jpeg/120px-FMIB_40005_Anchovia_mitchilli-_Adult_fish_7_cm_in_length.jpeg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
57,Bearded brotula,Brotula barbata,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Bearded_brotula_%28_Brotula_barbata_%29.jpg/120px-Bearded_brotula_%28_Brotula_barbata_%29.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
58,Beaugregory,Stegastes leucostictus,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Stegastes_leucostictus.jpg/120px-Stegastes_leucostictus.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
59,Belted sandfish,Serranus subligarius,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Fish4454_-_Flickr_-_NOAA_Photo_Library.jpg/120px-Fish4454_-_Flickr_-_NOAA_Photo_Library.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
60,Bermuda blue angelfish,Holacanthus bermudensis,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Bermuda_blue_angelfish.jpg/120px-Bermuda_blue_angelfish.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
61,Bermuda chub,Kyphosus sectatrix,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bermuda_Chub.png/120px-Bermuda_Chub.png,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
62,Bicolor damselfish,Stegastes partitus,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Stegastes_partitus_-_pone.0010676.g108.png/120px-Stegastes_partitus_-_pone.0010676.g108.png,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
63,Bicolour parrotfish,Cetoscarus bicolor,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Bicolor_parrotfishWB.JPG/120px-Bicolor_parrotfishWB.JPG,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
64,Bigeye sand tiger,Odontaspis noronhai,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Odontaspis_noronhai.jpg/120px-Odontaspis_noronhai.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
65,Bigeye scad,Selar crumenophthalmus,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Fish4443_-_Flickr_-_NOAA_Photo_Library.jpg/120px-Fish4443_-_Flickr_-_NOAA_Photo_Library.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
66,Bigeye thresher,Alopias superciliosus,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Alopias_superciliosus.jpg/120px-Alopias_superciliosus.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
67,Bigeye tuna,Thunnus obesus,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Thunnus_obesus_%28bigeye_tuna%29.jpg/120px-Thunnus_obesus_%28bigeye_tuna%29.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
69,Bigmouth sleeper,Gobiomorus dormitor,,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
70,Bignose shark,Carcharhinus altimus,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Carcharhinus_altimus_nefsc.jpg/120px-Carcharhinus_altimus_nefsc.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
75,Black drum,Pogonias cromis,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Black_drum.jpg/120px-Black_drum.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
76,Black durgon,Melichthys niger,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Melichthys_niger_on_Kona.jpg/120px-Melichthys_niger_on_Kona.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
77,Black grouper,Mycteroperca bonaci,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Mycteroperca_bonaci.jpg/120px-Mycteroperca_bonaci.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
78,Black jack,Caranx lugubris,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Black_trevally.JPG/120px-Black_trevally.JPG,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
79,Black margate,Anisotremus surinamensis,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Anisotremus_surinamensis.jpg/120px-Anisotremus_surinamensis.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
80,Black marlin,Istiompax indica,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Maind_u0.gif/120px-Maind_u0.gif,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
81,Black seabass,Centropristis striata,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Centropristis_striata.png/120px-Centropristis_striata.png,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
83,Blackbar soldierfish,Myripristis jacobus,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Monaco.Mus%C3%A9e_oc%C3%A9anographique039.jpg/120px-Monaco.Mus%C3%A9e_oc%C3%A9anographique039.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
84,Blackcheek tonguefish,Symphurus plagiusa,,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
86,Black-ear wrasse,Halichoeres poeyi,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Halichoeres_poeyi_-_pone.0010676.g120.png/120px-Halichoeres_poeyi_-_pone.0010676.g120.png,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
87,Blackedge moray eel,Gymnothorax nigromarginatus,,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
88,Blackfin cardinalfish,Astrapogon puncticulatus,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Astrapogon_puncticulatus_-_pone.0010676.g073.png/120px-Astrapogon_puncticulatus_-_pone.0010676.g073.png,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
89,Blackfin snapper,Lutjanus buccanella,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Lutjanus_buccanella_SI.jpg/120px-Lutjanus_buccanella_SI.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
90,Blackfin tuna,Thunnus atlanticus,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Blackfin_tuna%2C_Duane_Raver_Jr.jpg/120px-Blackfin_tuna%2C_Duane_Raver_Jr.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
91,Blacknose shark,Carcharhinus acronotus,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Blacknose_shark_nmfs.jpg/120px-Blacknose_shark_nmfs.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
92,Blacktail moray eel,Gymnothorax kolpos,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Gymnothorax_kolpos.jpg/120px-Gymnothorax_kolpos.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
94,Blacktip shark,Carcharhinus limbatus,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Carcharhinus_limbatus_-_Caraibische_zwartpunthaai.jpg/120px-Carcharhinus_limbatus_-_Caraibische_zwartpunthaai.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
98,Blue chromis,Chromis cyanea,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Chromis_cyanea_Gratwicke.jpg/120px-Chromis_cyanea_Gratwicke.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
99,Blue hamlet,Hypoplectrus gemma,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Blue_Hamlet.jpg/120px-Blue_Hamlet.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
100,Blue marlin,Makaira nigricans,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Atlantic_blue_marlin.jpg/120px-Atlantic_blue_marlin.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
101,Blue parrotfish,Scarus coeruleus,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Scarus_coeruleus_in_Madagascar_Reef.jpg/120px-Scarus_coeruleus_in_Madagascar_Reef.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
102,Blue runner,Caranx crysos,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Blue_runner.jpg/120px-Blue_runner.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
103,Blue shark,Prionace glauca,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Prionace_glauca_1.jpg/120px-Prionace_glauca_1.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
104,Blue striped grunt,Haemulon sciurus,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Blue_Stripe_Grunt._Haemulon_sciurus.jpg/120px-Blue_Stripe_Grunt._Haemulon_sciurus.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
105,Blue surgeonfish,Paracanthurus hepatus,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Paletten-Doktorfisch_M%C3%BCnster.JPG/120px-Paletten-Doktorfisch_M%C3%BCnster.JPG,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
106,Blue tang,Acanthurus coeruleus,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Blue_Tang.jpg/120px-Blue_Tang.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
112,Bluehead wrasse,Thalassoma bifasciatum,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Blue-headed_wrasse_det.jpg/120px-Blue-headed_wrasse_det.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
113,Bluelip parrotfish,Cryptotomus roseus,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Cryptotomus_roseus_-_pone.0010676.g127.png/120px-Cryptotomus_roseus_-_pone.0010676.g127.png,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
114,Bluespotted cornetfish,Fistularia commersonii,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Fistularia_commersonii1.jpg/120px-Fistularia_commersonii1.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
115,Bluespotted ribbontail ray,Taeniura lymma,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Taeniura_lymma2a.jpg/120px-Taeniura_lymma2a.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
117,Bluntnose sixgill shark,Hexanchus griseus,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Hexanchus_griseus.jpg/120px-Hexanchus_griseus.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
118,Bluntnose stingray,Hypanus say,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Dasyatis_say_botany_bay.jpg/120px-Dasyatis_say_botany_bay.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
119,Boga,Haemulon vittatum,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Boga_%28Haemulon_vittatum%29_at_cleaning_station.jpg/120px-Boga_%28Haemulon_vittatum%29_at_cleaning_station.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
120,Bonefish,Albula vulpes,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Bonefish.png/120px-Bonefish.png,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
121,Bonnethead,Sphyrna tiburo,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Bonnethead_shark.jpg/120px-Bonnethead_shark.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
123,Bridled burrfish,Chilomycterus antennatus,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/FMIB_38160_Chilomycterus_antennatus_%28Cuvier%29.jpeg/120px-FMIB_38160_Chilomycterus_antennatus_%28Cuvier%29.jpeg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
124,Broad-striped anchovy,Anchoa hepsetus,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/AnchoaHepsetus.jpg/120px-AnchoaHepsetus.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
127,Brown chromis,Chromis multilineata,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Chromis_multilineata.jpg/120px-Chromis_multilineata.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
128,Brown garden eel,Heteroconger longissimus,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Heteroconger_longissimus.jpg/120px-Heteroconger_longissimus.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
131,Bucktooth parrotfish,Sparisoma radians,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Sparisoma_radians_-_pone.0010676.g136.png/120px-Sparisoma_radians_-_pone.0010676.g136.png,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
132,Buffalo trunkfish,Lactophrys trigonus,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Lactophrys_trigonus.jpg/120px-Lactophrys_trigonus.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
134,Bullet mackerel,Auxis rochei,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Auroc_u0.png/120px-Auroc_u0.png,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
135,Bullnose ray,Myliobatis freminvillei,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Myliobatis_freminvillei_%28S0935%29_%2812657337364%29.jpg/120px-Myliobatis_freminvillei_%28S0935%29_%2812657337364%29.jpg,"{Bay, Brevard, Broward, Citrus, Collier, Dixie, Escambia, Indian River, Lee, Levy, Manatee, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Saint Lucie, Santa Rosa, Sarasota, Volusia}
",No,Yes
